Total_Weight,Planet_Gears,Input_Shaft,Output_Shaft,Housing,Ring_Gear,Sun_Gear,Carrier,Bearings,Seals
60,12,6,6,12,9,7.2,4.8,4.2,1.8
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
20,4,2,2,4,3,2.4,1.6,1.4,0.6
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
100,20,10,10,20,15,12,8,7,3
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
60,12,6,6,12,9,7.2,4.8,4.2,1.8
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
81,16.2,8.1,8.1,16.2,12.2,9.7,6.5,5.7,2.4
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
80,16,8,8,16,12,9.6,6.4,5.6,2.4
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
20,4,2,2,4,3,2.4,1.6,1.4,0.6
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
40,8,4,4,8,6,4.8,3.2,2.8,1.2
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
50,10,5,5,10,7.5,6,4,3.5,1.5
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
80,16,8,8,16,12,9.6,6.4,5.6,2.4
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
60,12,6,6,12,9,7.2,4.8,4.2,1.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
25,5,2.5,2.5,5,3.8,3,2,1.8,0.8
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
100,20,10,10,20,15,12,8,7,3
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
32,6.4,3.2,3.2,6.4,4.8,3.8,2.6,2.2,1
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
22,4.4,2.2,2.2,4.4,3.3,2.6,1.8,1.5,0.7
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
7,1.4,0.7,0.7,1.4,1,0.8,0.6,0.5,0.2
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
20,4,2,2,4,3,2.4,1.6,1.4,0.6
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
20,4,2,2,4,3,2.4,1.6,1.4,0.6
60,12,6,6,12,9,7.2,4.8,4.2,1.8
24,4.8,2.4,2.4,4.8,3.6,2.9,1.9,1.7,0.7
50,10,5,5,10,7.5,6,4,3.5,1.5
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
100,20,10,10,20,15,12,8,7,3
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
58,11.6,5.8,5.8,11.6,8.7,7,4.6,4.1,1.7
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
18,3.6,1.8,1.8,3.6,2.7,2.2,1.4,1.3,0.5
40,8,4,4,8,6,4.8,3.2,2.8,1.2
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
97,19.4,9.7,9.7,19.4,14.6,11.6,7.8,6.8,2.9
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
100,20,10,10,20,15,12,8,7,3
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
87,17.4,8.7,8.7,17.4,13,10.4,7,6.1,2.6
42,8.4,4.2,4.2,8.4,6.3,5,3.4,2.9,1.3
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
60,12,6,6,12,9,7.2,4.8,4.2,1.8
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
40,8,4,4,8,6,4.8,3.2,2.8,1.2
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
36,7.2,3.6,3.6,7.2,5.4,4.3,2.9,2.5,1.1
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
67,13.4,6.7,6.7,13.4,10,8,5.4,4.7,2
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
80,16,8,8,16,12,9.6,6.4,5.6,2.4
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
10,2,1,1,2,1.5,1.2,0.8,0.7,0.3
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
94,18.8,9.4,9.4,18.8,14.1,11.3,7.5,6.6,2.8
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
20,4,2,2,4,3,2.4,1.6,1.4,0.6
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
28,5.6,2.8,2.8,5.6,4.2,3.4,2.2,2,0.8
79,15.8,7.9,7.9,15.8,11.8,9.5,6.3,5.5,2.4
6,1.2,0.6,0.6,1.2,0.9,0.7,0.5,0.4,0.2
61,12.2,6.1,6.1,12.2,9.2,7.3,4.9,4.3,1.8
20,4,2,2,4,3,2.4,1.6,1.4,0.6
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
2,0.4,0.2,0.2,0.4,0.3,0.2,0.2,0.1,0.1
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
37,7.4,3.7,3.7,7.4,5.6,4.4,3,2.6,1.1
20,4,2,2,4,3,2.4,1.6,1.4,0.6
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
59,11.8,5.9,5.9,11.8,8.8,7.1,4.7,4.1,1.8
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
51,10.2,5.1,5.1,10.2,7.6,6.1,4.1,3.6,1.5
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
12,2.4,1.2,1.2,2.4,1.8,1.4,1,0.8,0.4
20,4,2,2,4,3,2.4,1.6,1.4,0.6
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
50,10,5,5,10,7.5,6,4,3.5,1.5
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
57,11.4,5.7,5.7,11.4,8.5,6.8,4.6,4,1.7
39,7.8,3.9,3.9,7.8,5.8,4.7,3.1,2.7,1.2
95,19,9.5,9.5,19,14.2,11.4,7.6,6.6,2.8
56,11.2,5.6,5.6,11.2,8.4,6.7,4.5,3.9,1.7
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
50,10,5,5,10,7.5,6,4,3.5,1.5
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
38,7.6,3.8,3.8,7.6,5.7,4.6,3,2.7,1.1
84,16.8,8.4,8.4,16.8,12.6,10.1,6.7,5.9,2.5
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
45,9,4.5,4.5,9,6.8,5.4,3.6,3.2,1.3
52,10.4,5.2,5.2,10.4,7.8,6.2,4.2,3.6,1.6
80,16,8,8,16,12,9.6,6.4,5.6,2.4
50,10,5,5,10,7.5,6,4,3.5,1.5
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
29,5.8,2.9,2.9,5.8,4.4,3.5,2.3,2,0.9
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
5,1,0.5,0.5,1,0.8,0.6,0.4,0.4,0.2
86,17.2,8.6,8.6,17.2,12.9,10.3,6.9,6,2.6
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
34,6.8,3.4,3.4,6.8,5.1,4.1,2.7,2.4,1
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
55,11,5.5,5.5,11,8.2,6.6,4.4,3.9,1.6
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
43,8.6,4.3,4.3,8.6,6.4,5.2,3.4,3,1.3
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
30,6,3,3,6,4.5,3.6,2.4,2.1,0.9
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
17,3.4,1.7,1.7,3.4,2.6,2,1.4,1.2,0.5
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
8,1.6,0.8,0.8,1.6,1.2,1,0.6,0.6,0.2
47,9.4,4.7,4.7,9.4,7,5.6,3.8,3.3,1.4
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
91,18.2,9.1,9.1,18.2,13.6,10.9,7.3,6.4,2.7
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
80,16,8,8,16,12,9.6,6.4,5.6,2.4
14,2.8,1.4,1.4,2.8,2.1,1.7,1.1,1,0.4
53,10.6,5.3,5.3,10.6,8,6.4,4.2,3.7,1.6
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
69,13.8,6.9,6.9,13.8,10.4,8.3,5.5,4.8,2.1
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
62,12.4,6.2,6.2,12.4,9.3,7.4,5,4.3,1.9
92,18.4,9.2,9.2,18.4,13.8,11,7.4,6.4,2.8
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
64,12.8,6.4,6.4,12.8,9.6,7.7,5.1,4.5,1.9
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
63,12.6,6.3,6.3,12.6,9.4,7.6,5,4.4,1.9
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
41,8.2,4.1,4.1,8.2,6.1,4.9,3.3,2.9,1.2
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
73,14.6,7.3,7.3,14.6,11,8.8,5.8,5.1,2.2
77,15.4,7.7,7.7,15.4,11.5,9.2,6.2,5.4,2.3
31,6.2,3.1,3.1,6.2,4.6,3.7,2.5,2.2,0.9
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
68,13.6,6.8,6.8,13.6,10.2,8.2,5.4,4.8,2
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
4,0.8,0.4,0.4,0.8,0.6,0.5,0.3,0.3,0.1
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
70,14,7,7,14,10.5,8.4,5.6,4.9,2.1
98,19.6,9.8,9.8,19.6,14.7,11.8,7.8,6.9,2.9
82,16.4,8.2,8.2,16.4,12.3,9.8,6.6,5.7,2.5
13,2.6,1.3,1.3,2.6,2,1.6,1,0.9,0.4
23,4.6,2.3,2.3,4.6,3.4,2.8,1.8,1.6,0.7
83,16.6,8.3,8.3,16.6,12.4,10,6.6,5.8,2.5
75,15,7.5,7.5,15,11.2,9,6,5.3,2.2
1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0
88,17.6,8.8,8.8,17.6,13.2,10.6,7,6.2,2.6
54,10.8,5.4,5.4,10.8,8.1,6.5,4.3,3.8,1.6
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
65,13,6.5,6.5,13,9.8,7.8,5.2,4.6,2
76,15.2,7.6,7.6,15.2,11.4,9.1,6.1,5.3,2.3
71,14.2,7.1,7.1,14.2,10.6,8.5,5.7,5,2.1
15,3,1.5,1.5,3,2.2,1.8,1.2,1,0.4
21,4.2,2.1,2.1,4.2,3.2,2.5,1.7,1.5,0.6
19,3.8,1.9,1.9,3.8,2.8,2.3,1.5,1.3,0.6
60,12,6,6,12,9,7.2,4.8,4.2,1.8
93,18.6,9.3,9.3,18.6,14,11.2,7.4,6.5,2.8
89,17.8,8.9,8.9,17.8,13.4,10.7,7.1,6.2,2.7
33,6.6,3.3,3.3,6.6,5,4,2.6,2.3,1
49,9.8,4.9,4.9,9.8,7.4,5.9,3.9,3.4,1.5
96,19.2,9.6,9.6,19.2,14.4,11.5,7.7,6.7,2.9
35,7,3.5,3.5,7,5.2,4.2,2.8,2.4,1
44,8.8,4.4,4.4,8.8,6.6,5.3,3.5,3.1,1.3
90,18,9,9,18,13.5,10.8,7.2,6.3,2.7
11,2.2,1.1,1.1,2.2,1.6,1.3,0.9,0.8,0.3
99,19.8,9.9,9.9,19.8,14.8,11.9,7.9,6.9,3
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
78,15.6,7.8,7.8,15.6,11.7,9.4,6.2,5.5,2.3
74,14.8,7.4,7.4,14.8,11.1,8.9,5.9,5.2,2.2
66,13.2,6.6,6.6,13.2,9.9,7.9,5.3,4.6,2
46,9.2,4.6,4.6,9.2,6.9,5.5,3.7,3.2,1.4
9,1.8,0.9,0.9,1.8,1.3,1.1,0.7,0.6,0.3
3,0.6,0.3,0.3,0.6,0.4,0.4,0.2,0.2,0.1
85,17,8.5,8.5,17,12.8,10.2,6.8,6,2.6
26,5.2,2.6,2.6,5.2,3.9,3.1,2.1,1.8,0.8
72,14.4,7.2,7.2,14.4,10.8,8.6,5.8,5,2.2
48,9.6,4.8,4.8,9.6,7.2,5.8,3.8,3.4,1.4
